Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Decision Type Code,Decision Data Type,Decision Data,Decisions Average Persons Per Case,Recognized,Complementary Protection,Otherwise Closed,Rejected,Total Decided
2004,SDN,GAB,Sudan,Gabon,G,Government,FI,P,Persons,0,0,0,0,5,5
2004,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,445,0,45,645,1135
2004,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,130,49,336,1094,1609
2004,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,5,5,30,264,304
2004,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,5,0,20,0,25
2004,SDN,GHA,Sudan,Ghana,G,Government,FA,P,Persons,0,10,0,0,0,10
2004,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,0,0,32,65,97
2004,SDN,HUN,Sudan,Hungary,G,Government,AR,P,Persons,0,0,0,0,5,5
2004,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,0,0,5,5,10
2004,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,0,0,0,23,23
2004,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,0,0,13,17,30
2004,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,10,0,0,46,56
2004,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,34,0,11,11,56
2004,SDN,ISR,Sudan,Israel,G,Government,FI,P,Persons,0,0,0,12,0,12
2004,SDN,ITA,Sudan,Italy,G,Government,FA,P,Persons,0,39,180,0,424,643
2004,SDN,JOR,Sudan,Jordan,U,UNHCR,FI,P,Persons,0,0,0,5,14,19
2004,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,17,0,0,0,17
2004,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,0,0,21,10,31
2004,SDN,LBN,Sudan,Lebanon,U,UNHCR,FA,P,Persons,0,0,0,0,91,91
2004,SDN,MDA,Sudan,Republic of Moldova,G,Government,FI,P,Persons,0,0,0,5,0,5
2004,SDN,MYS,Sudan,Malaysia,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2004,SDN,MWI,Sudan,Malawi,G,Government,FI,P,Persons,0,0,0,5,0,5
2004,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,0,16,0,18,34
2004,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,AR,P,Persons,0,5,18,63,133,219
2004,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,14,108,60,196,378
2004,SDN,NGA,Sudan,Nigeria,G,Government,FI,P,Persons,0,5,0,0,0,5
2004,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,0,0,0,37,37
2004,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,5,14,10,32,61
2004,SDN,ROU,Sudan,Romania,G,Government,FA,P,Persons,0,0,0,0,10,10
2004,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,0,0,0,5,5
2004,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,FA,P,Persons,0,0,10,0,5,15
2004,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,0,0,22,5,27
2004,SDN,SVK,Sudan,Slovakia,G,Government,FI,P,Persons,0,0,0,10,0,10
2004,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,0,0,5,28,33
2004,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,0,17,11,63,91
2004,SDN,CHE,Sudan,Switzerland,G,Government,CA,P,Persons,0,0,22,0,0,22
2004,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,5,5,47,69,126
2004,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FA,C,Cases,0,34,0,0,57,91
2004,SDN,THA,Sudan,Thailand,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2004,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,5,0,0,38,43
2004,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2004,SDN,UGA,Sudan,Uganda,G,Government,FI,P,Persons,0,116,0,29,0,145
2004,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,0,12,12
2004,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,67,0,56,58,181
2004,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,64,0,10,57,131
2004,SDN,YEM,Sudan,Yemen,U,UNHCR,FI,P,Persons,0,0,0,130,47,177
2005,SDN,EGY,Sudan,Egypt,U,UNHCR,FA,P,Persons,0,5,0,326,0,331
2005,SDN,AUS,Sudan,Australia,G,Government,AR,C,Cases,0,5,0,0,0,5
2005,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,0,0,0,12,12
2005,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,30,0,35,21,86
2005,SDN,BEL,Sudan,Belgium,G,Government,AR,P,Persons,0,0,0,0,15,15
2005,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,31,0,26,69,126
2005,SDN,BLR,Sudan,Belarus,G,Government,FI,P,Persons,0,0,0,0,5,5
2005,SDN,BWA,Sudan,Botswana,G,Government,FI,P,Persons,0,0,0,19,0,19
2005,SDN,BRA,Sudan,Brazil,G,Government,FA,P,Persons,0,5,0,5,0,10
2005,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,49,0,5,14,68
2005,SDN,CAF,Sudan,Central African Republic,G,Government,FI,P,Persons,0,416,0,0,11,427
2005,SDN,TCD,Sudan,Chad,G,Government,FA,P,Persons,0,0,13,0,0,13
2005,SDN,COG,Sudan,Congo,U,UNHCR,FI,C,Cases,0,5,0,0,0,5
2005,SDN,COD,Sudan,Democratic Republic of the Congo,U,UNHCR,FA,C,Cases,0,0,0,10,0,10
2005,SDN,DNK,Sudan,Denmark,G,Government,AR,P,Persons,0,0,0,0,5,5
2005,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,0,5,0,11,16
2005,SDN,ERI,Sudan,Eritrea,U,UNHCR,FA,P,Persons,0,0,0,0,11,11
2005,SDN,FIN,Sudan,Finland,G,Government,FA,P,Persons,0,0,0,5,0,5
2005,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,92,0,0,280,372
2005,SDN,FRA,Sudan,France,G,Government,RA,P,Persons,0,99,0,0,0,99
2005,SDN,GAB,Sudan,Gabon,G,Government,FI,C,Cases,0,0,0,0,5,5
2005,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,370,0,25,865,1260
2005,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,86,29,222,746,1083
2005,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,10,0,22,246,278
2005,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,34,0,34
2005,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,568,0,0,5,573
2005,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,5,5,56,80,146
2005,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,12,0,0,0,12
2005,SDN,CIV,Sudan,Côte d'Ivoire,G,Government,FI,P,Persons,0,0,0,0,5,5
2005,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,0,0,5,5,10
2005,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,0,0,12,15,27
2005,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,77,0,30,72,179
2005,SDN,ISR,Sudan,Israel,G,Government,FA,C,Cases,0,0,0,16,0,16
2005,SDN,ITA,Sudan,Italy,G,Government,FA,P,Persons,0,46,493,0,259,798
2005,SDN,JOR,Sudan,Jordan,U,UNHCR,FI,P,Persons,0,0,0,5,13,18
2005,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,9892,0,0,5,9897
2005,SDN,LBN,Sudan,Lebanon,U,UNHCR,FA,P,Persons,0,0,0,29,24,53
2005,SDN,MRT,Sudan,Mauritania,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2005,SDN,MDA,Sudan,Republic of Moldova,G,Government,FA,P,Persons,0,0,0,0,5,5
2005,SDN,MEX,Sudan,Mexico,G,Government,FI,P,Persons,0,0,0,5,0,5
2005,SDN,MYS,Sudan,Malaysia,U,UNHCR,FA,P,Persons,0,16,0,0,0,16
2005,SDN,MOZ,Sudan,Mozambique,J,Joint,FI,P,Persons,0,0,0,10,0,10
2005,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,0,22,5,149,176
2005,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,AR,P,Persons,0,0,40,171,49,260
2005,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,49,269,77,230,625
2005,SDN,NGA,Sudan,Nigeria,G,Government,FI,P,Persons,0,29,0,0,0,29
2005,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,0,0,0,32,32
2005,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,12,5,11,22,50
2005,SDN,NZL,Sudan,New Zealand,G,Government,AR,P,Persons,0,0,0,0,10,10
2005,SDN,NZL,Sudan,New Zealand,G,Government,FI,P,Persons,0,0,0,0,5,5
2005,SDN,PAK,Sudan,Pakistan,U,UNHCR,FA,P,Persons,0,0,0,13,0,13
2005,SDN,ROU,Sudan,Romania,G,Government,FA,P,Persons,0,5,0,0,5,10
2005,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,5,0,11,0,16
2005,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,5,5
2005,SDN,RWA,Sudan,Rwanda,U,UNHCR,FI,P,Persons,0,10,0,0,0,10
2005,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,FA,P,Persons,0,17,0,47,11,75
2005,SDN,SOM,Sudan,Somalia,U,UNHCR,FI,C,Cases,0,0,0,0,5,5
2005,SDN,ESP,Sudan,Spain,G,Government,FA,P,Persons,0,0,0,15,43,58
2005,SDN,SVK,Sudan,Slovakia,G,Government,FI,P,Persons,0,0,0,5,0,5
2005,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,0,0,0,73,73
2005,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,0,10,17,44,71
2005,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,10,14,32,46,102
2005,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FA,C,Cases,0,20,0,0,176,196
2005,SDN,THA,Sudan,Thailand,U,UNHCR,FI,P,Persons,0,0,0,5,5,10
2005,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,5,0,35,5,45
2005,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,12,5,17
2005,SDN,UKR,Sudan,Ukraine,G,Government,JR,P,Persons,0,0,0,5,0,5
2005,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,55,0,73,36,164
2005,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,48,0,5,32,85
2005,SDN,YEM,Sudan,Yemen,U,UNHCR,FI,P,Persons,0,0,10,65,12,87
2006,SDN,AGO,Sudan,Angola,G,Government,FA,P,Persons,0,0,0,0,14,14
2006,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,40,0,114,49,203
2006,SDN,AUS,Sudan,Australia,G,Government,AR,C,Cases,0,0,0,0,5,5
2006,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,27,0,11,21,59
2006,SDN,BEL,Sudan,Belgium,G,Government,AR,P,Persons,0,5,0,10,18,33
2006,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,5,0,5,33,43
2006,SDN,BEN,Sudan,Benin,G,Government,FI,P,Persons,0,0,0,30,0,30
2006,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,30,0,10,5,45
2006,SDN,CAF,Sudan,Central African Republic,G,Government,FI,P,Persons,0,72,0,0,0,72
2006,SDN,TCD,Sudan,Chad,G,Government,FA,C,Cases,0,0,0,0,43,43
2006,SDN,CMR,Sudan,Cameroon,U,UNHCR,FA,P,Persons,0,13,0,0,0,13
2006,SDN,COG,Sudan,Congo,J,Joint,FA,C,Cases,0,0,0,11,0,11
2006,SDN,COD,Sudan,Democratic Republic of the Congo,U,UNHCR,FA,C,Cases,0,5,0,0,0,5
2006,SDN,DNK,Sudan,Denmark,G,Government,AR,P,Persons,0,0,0,0,5,5
2006,SDN,ERI,Sudan,Eritrea,U,UNHCR,FA,P,Persons,0,0,0,0,5,5
2006,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,10,0,0,0,10
2006,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,0,5,5
2006,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,114,0,0,220,334
2006,SDN,FRA,Sudan,France,G,Government,RA,P,Persons,0,80,0,0,0,80
2006,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,130,0,20,385,550
2006,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,35,40,142,430,647
2006,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,5,0,5,50,60
2006,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,22,0,22
2006,SDN,GRC,Sudan,Greece,G,Government,FA,P,Persons,0,0,5,39,198,242
2006,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,0,0,0,5,5
2006,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,0,0,0,12,12
2006,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,5,0,5,5,15
2006,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,5,0,5,42,52
2006,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,109,0,13,163,285
2006,SDN,ISR,Sudan,Israel,J,Joint,FA,C,Cases,0,0,263,0,0,263
2006,SDN,ITA,Sudan,Italy,G,Government,FA,P,Persons,0,82,243,0,251,576
2006,SDN,JOR,Sudan,Jordan,U,UNHCR,FI,P,Persons,0,5,0,19,57,81
2006,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,4092,0,55,5,4152
2006,SDN,KWT,Sudan,Kuwait,U,UNHCR,FI,P,Persons,0,0,0,11,0,11
2006,SDN,LBY,Sudan,Libya,U,UNHCR,FA,P,Persons,0,5,0,0,206,211
2006,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,0,0,0,30,30
2006,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,0,5,16,88,109
2006,SDN,MRT,Sudan,Mauritania,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2006,SDN,MDA,Sudan,Republic of Moldova,G,Government,FA,P,Persons,0,0,5,5,0,10
2006,SDN,MEX,Sudan,Mexico,G,Government,FI,P,Persons,0,0,0,5,0,5
2006,SDN,MYS,Sudan,Malaysia,U,UNHCR,FA,P,Persons,0,14,0,12,0,26
2006,SDN,MWI,Sudan,Malawi,G,Government,FI,P,Persons,0,0,0,5,0,5
2006,SDN,MAR,Sudan,Morocco,U,UNHCR,FA,P,Persons,0,0,0,0,13,13
2006,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,0,137,5,106,248
2006,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,AR,P,Persons,0,0,48,75,32,155
2006,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,13,121,44,148,326
2006,SDN,NGA,Sudan,Nigeria,G,Government,FI,P,Persons,0,0,0,5,0,5
2006,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,5,5,0,64,74
2006,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,0,0,0,13,13
2006,SDN,ROU,Sudan,Romania,G,Government,FA,P,Persons,0,0,0,13,0,13
2006,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,5,5
2006,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,FI,P,Persons,0,10,0,0,0,10
2006,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,0,0,0,24,24
2006,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,5,5,11,25,46
2006,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,5,22,35,43,105
2006,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,11,0,0,22,33
2006,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,42,0,0,16,58
2006,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,15,0,0,11,26
2006,SDN,THA,Sudan,Thailand,U,UNHCR,FI,P,Persons,0,0,0,0,5,5
2006,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2006,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,10,0,54,12,76
2006,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,FA,P,Persons,0,13,0,0,5,18
2006,SDN,UGA,Sudan,Uganda,G,Government,FI,P,Persons,0,42,0,0,5,47
2006,SDN,UKR,Sudan,Ukraine,G,Government,AR,P,Persons,0,0,0,0,5,5
2006,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,5,12,17
2006,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,44,0,53,27,124
2006,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,36,0,11,39,86
2006,SDN,YEM,Sudan,Yemen,U,UNHCR,FA,P,Persons,0,14,0,0,18,32
2007,SDN,AGO,Sudan,Angola,G,Government,FA,P,Persons,0,18,0,0,5,23
2007,SDN,EGY,Sudan,Egypt,U,UNHCR,AR,P,Persons,0,18,0,0,204,222
2007,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,92,0,708,20,820
2007,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,12,0,0,0,12
2007,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,30,0,18,20,68
2007,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,12,0,0,25,37
2007,SDN,BRA,Sudan,Brazil,G,Government,FI,P,Persons,0,5,0,0,0,5
2007,SDN,BGR,Sudan,Bulgaria,G,Government,FA,P,Persons,0,0,5,0,5,10
2007,SDN,CAN,Sudan,Canada,G,Government,FA,P,Persons,0,31,0,5,0,36
2007,SDN,CAF,Sudan,Central African Republic,G,Government,FI,P,Persons,0,32,0,0,0,32
2007,SDN,TCD,Sudan,Chad,G,Government,FA,C,Cases,0,0,0,0,15,15
2007,SDN,CMR,Sudan,Cameroon,U,UNHCR,FA,P,Persons,0,10,0,14,0,24
2007,SDN,COD,Sudan,Democratic Republic of the Congo,U,UNHCR,FA,P,Persons,0,0,0,0,5,5
2007,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,54,0,16,0,70
2007,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,5,0,5
2007,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,160,0,0,322,482
2007,SDN,FRA,Sudan,France,G,Government,RA,P,Persons,0,52,5,0,0,57
2007,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,125,0,25,210,360
2007,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,89,17,69,304,479
2007,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,13,0,10,35,58
2007,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,12,0,12
2007,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,17,0,0,0,17
2007,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,0,0,0,109,109
2007,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,0,0,5,5,10
2007,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,5,0,0,0,5
2007,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,14,0,5,77,96
2007,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,61,0,47,51,159
2007,SDN,ITA,Sudan,Italy,G,Government,BL,P,Persons,0,13,175,141,16,345
2007,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,121,221,0,41,383
2007,SDN,JOR,Sudan,Jordan,U,UNHCR,FA,P,Persons,0,13,0,5,5,23
2007,SDN,JPN,Sudan,Japan,G,Government,FI,P,Persons,0,0,0,5,0,5
2007,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,0,0,0,10,10
2007,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,173,0,66,329,568
2007,SDN,KWT,Sudan,Kuwait,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2007,SDN,LBY,Sudan,Libya,U,UNHCR,FA,P,Persons,0,17,0,12,78,107
2007,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,0,0,0,38,38
2007,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,24,10,10,215,259
2007,SDN,MDA,Sudan,Republic of Moldova,G,Government,FA,P,Persons,0,0,5,0,0,5
2007,SDN,MEX,Sudan,Mexico,G,Government,FI,P,Persons,0,0,0,5,0,5
2007,SDN,MYS,Sudan,Malaysia,U,UNHCR,FI,P,Persons,0,14,0,0,5,19
2007,SDN,MWI,Sudan,Malawi,G,Government,FA,P,Persons,0,0,0,10,0,10
2007,SDN,MAR,Sudan,Morocco,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2007,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,0,11,11
2007,SDN,MLT,Sudan,Malta,G,Government,AR,P,Persons,0,0,0,0,24,24
2007,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,0,32,0,32,64
2007,SDN,NAM,Sudan,Namibia,G,Government,FI,P,Persons,0,0,0,5,0,5
2007,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,AR,P,Persons,0,5,10,14,16,45
2007,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,5,33,62,67,167
2007,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,0,0,5,36,41
2007,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,19,0,10,16,45
2007,SDN,PAN,Sudan,Panama,G,Government,FI,P,Persons,0,5,0,0,0,5
2007,SDN,POL,Sudan,Poland,G,Government,FI,P,Persons,0,0,0,0,5,5
2007,SDN,ROU,Sudan,Romania,G,Government,FA,P,Persons,0,0,0,0,5,5
2007,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,FI,P,Persons,0,0,0,0,13,13
2007,SDN,SEN,Sudan,Senegal,G,Government,FI,P,Persons,0,0,0,0,5,5
2007,SDN,SOM,Sudan,Somalia,U,UNHCR,FI,C,Cases,0,5,0,0,0,5
2007,SDN,ESP,Sudan,Spain,G,Government,FA,P,Persons,0,0,0,0,58,58
2007,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,5,0,0,10,15
2007,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,10,17,10,21,58
2007,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,5,5,41,28,79
2007,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,16,0,0,14,30
2007,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,24,0,0,24,48
2007,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,0,0,0,5,5
2007,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,0,0,5,5,10
2007,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,19,0,51,30,100
2007,SDN,UGA,Sudan,Uganda,G,Government,FI,P,Persons,0,5,0,0,5,10
2007,SDN,UKR,Sudan,Ukraine,G,Government,AR,P,Persons,0,0,0,13,10,23
2007,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,0,5,5
2007,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,10,0,24,5,39
2007,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,74,0,5,49,128
2007,SDN,YEM,Sudan,Yemen,U,UNHCR,FA,P,Persons,0,0,0,13,0,13
2008,SDN,AGO,Sudan,Angola,G,Government,FA,P,Persons,0,14,0,0,0,14
2008,SDN,EGY,Sudan,Egypt,U,UNHCR,AR,P,Persons,0,19,0,5,76,100
2008,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,152,0,562,97,811
2008,SDN,AUS,Sudan,Australia,G,Government,AR,C,Cases,0,0,0,0,5,5
2008,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,0,0,0,12,12
2008,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,16,0,17,16,49
2008,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,20,12,0,34,66
2008,SDN,BEN,Sudan,Benin,G,Government,FI,P,Persons,0,0,0,0,5,5
2008,SDN,BRA,Sudan,Brazil,G,Government,FI,P,Persons,0,0,0,5,0,5
2008,SDN,BGR,Sudan,Bulgaria,G,Government,FI,P,Persons,0,0,5,0,0,5
2008,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,13,0,5,5,23
2008,SDN,CAF,Sudan,Central African Republic,G,Government,FI,P,Persons,0,18,0,551,0,569
2008,SDN,TCD,Sudan,Chad,J,Joint,FI,P,Persons,0,0,0,0,53,53
2008,SDN,CMR,Sudan,Cameroon,U,UNHCR,FA,P,Persons,0,18,0,5,11,34
2008,SDN,COG,Sudan,Congo,J,Joint,FA,C,Cases,0,5,0,12,5,22
2008,SDN,CYP,Sudan,Cyprus,G,Government,FI,P,Persons,0,0,0,5,0,5
2008,SDN,CZE,Sudan,Czechia,G,Government,FI,P,Persons,0,0,0,0,5,5
2008,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,5,0,0,0,5
2008,SDN,ERI,Sudan,Eritrea,U,UNHCR,FA,P,Persons,0,0,0,63,0,63
2008,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,139,0,12,0,151
2008,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,185,10,0,218,413
2008,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,40,0,5,80,125
2008,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,51,10,77,113,251
2008,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,5,0,5,13,23
2008,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,5,0,5
2008,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,0,0,0,5,5
2008,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,0,0,0,104,104
2008,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,0,0,0,5,5
